prompt_id,source_pair_id,category,task,baseline_prompt,optimized_prompt,modified,cleaning_notes,context_required,context_requirement,experiment_ready,baseline_context_file,optimized_context_file,context_source,context_status
P0053,3.13,programming_help,Optimise a slow SQL query using indexing and rewriting.,"In my university Database project one of my queries takes far too long to run now that I have loaded a larger dataset into the table. The query filters on a date column and joins to another table. Could you please suggest how I could make it faster, for example by adding an index or rewriting the query, and explain how I would check whether the change actually helped?","Optimise a slow SQL query that filters on a date column and joins a second table. Ensure the output includes:
The recommended index statement.
A rewritten version of the query.
How to verify the improvement using EXPLAIN.",False,,True,Provide the original SQL query plus minimal table/index schema needed to rewrite it meaningfully.,True,contexts/P0053_shared_input.txt,contexts/P0053_shared_input.txt,researcher-created controlled input,ready
P0054,3.14,programming_help,Add robust exception handling to Python file input and output.,"My university Python assignment requires the program to keep running even if something goes wrong when reading a file, but at the moment my program just crashes if the file is missing. Could you please show me how to add proper exception handling to my file reading code? Please handle the case where the file does not exist and the case where the program does not have permission to open it.","Add exception handling to Python code that reads a file. Ensure the output includes:
1. Separate handling for FileNotFoundError and PermissionError.
2. A user-facing message for each failure case.
3. Code that allows the program to handle these errors without crashing.",True,Removed the optimized-only requirement to use a with statement and matched the baseline's file-reading scope.,False,,True,,,none,not_required
P0055,3.15,programming_help,Write a Java class demonstrating proper encapsulation.,"For my university Object-Oriented Programming lab I have to write a class that demonstrates encapsulation properly, and my previous attempt lost marks because I made all the fields public. Could you please write me a Java class representing a bank account with private fields and proper getters and setters? Please make sure the setter prevents an invalid negative balance, as that was part of the task.","Write a Java BankAccount class demonstrating encapsulation. Ensure the output includes:
1. Private fields.
2. Public getters and setters.
3. Validation in the balance setter that rejects a negative balance.",True,Removed optimized-only deposit and withdraw methods.,False,,True,,,none,not_required
P0056,3.16,programming_help,Diagnose and fix a segmentation fault caused by an uninitialised pointer in C.,I am doing a C programming lab at university and my program compiles fine but crashes with a segmentation fault as soon as it runs. I am using a pointer to store a value but I think I may have forgotten something important. Could you please explain what causes this kind of crash and show me the corrected code with the memory handled properly?,"Diagnose and fix a C segmentation fault caused by dereferencing an uninitialised pointer. Ensure the output includes:
Explanation of why the crash occurs.
Corrected code allocating memory with malloc.
The matching free call and a NULL check.",False,,False,,True,,,none,not_required
P0057,3.17,programming_help,Compare recursive and iterative implementations of the same algorithm.,"My university Algorithms coursework asks me to implement factorial both recursively and iteratively and then discuss the difference between them. Could you please write both versions in Python and then explain how they compare in terms of time complexity, memory usage and the risk of a stack overflow? I need enough detail to write a short discussion paragraph.","Implement factorial in Python both recursively and iteratively, then compare them. Ensure the output includes:
Both implementations.
Time and space complexity for each.
A note on recursion depth limits.",False,,False,,True,,,none,not_required
P0058,3.18,programming_help,Add server-side input validation to a form handler.,"My university Web Development lecturer said my project would fail the security check because I trust whatever the user types into my registration form. At the moment I just take the values and insert them straight into the database. Could you please show me how to add proper server-side validation for the email and password fields in Python, and explain why client-side validation alone is not enough?","Add server-side validation to a Python registration form handler for email and password fields. Ensure the output includes:
1. Validation rules for both fields.
2. Server-side validation code.
3. A brief explanation of why client-side validation alone is insufficient.",True,Removed the optimized-only structured-error-output requirement.,False,,True,,,none,not_required
P0059,3.19,programming_help,Generate a labelled matplotlib chart from a dataframe.,"I need a chart to include in my university Data Analytics report and I am using matplotlib for the first time. I have a pandas dataframe with a category column and a value column, and I want a bar chart of the values by category. Could you please write the code for me and make sure the chart has a title and axis labels, and that it saves to a PNG file so I can insert it into my document?","Write matplotlib code to plot a bar chart of value by category from a pandas dataframe. Ensure the output includes:
1. A title and axis labels.
2. Saving the figure to a PNG file.",True,Removed optimized-only label-rotation and 150-dpi requirements.,False,,True,,,none,not_required
P0060,3.20,programming_help,Interpret a compiler error message and correct the code.,"I am learning Java in my university programming module and I get an error saying incompatible types: possible lossy conversion from double to int, but I do not understand what the compiler is telling me. Could you please explain in plain language what this error actually means, why Java complains about it, and show me the two different ways I could fix it in my code?","Explain the Java compiler error 'incompatible types: possible lossy conversion from double to int' and correct the code. Ensure the output includes:
A plain-language explanation of the error.
Fix by explicit cast, with its consequence.
Fix by changing the variable type.",False,,False,,True,,,none,not_required
P0061,4.1,concept_learning,Explain recursion with an analogy and a worked trace.,"I am a first year Computer Science student and my lecturer explained recursion today but I still do not really get how a function can call itself without going on forever. Could you please explain recursion to me in simple terms with an everyday analogy, and then walk me through what actually happens step by step when a recursive factorial function runs? I learn better when I can see the sequence of calls.","Explain recursion to a first-year Computer Science student. Ensure the output includes:
One everyday analogy.
Definition of base case and recursive case.
A step-by-step call trace for factorial(4).",False,,False,,True,,,none,not_required
P0062,4.2,concept_learning,Explain database normalization and when denormalization is appropriate.,"I am studying databases at university and I understand that normalization is supposed to remove redundancy, but I do not understand why anyone would ever deliberately denormalize a database afterwards. Could you please explain the purpose of normalization using a simple example table, and then explain in what situations denormalization actually makes sense? Please keep it at a level suitable for someone still learning the basics.","Explain database normalization and denormalization to a beginner. Ensure the output includes:
1. The purpose of normalization, using one simple example table.
2. How normalization reduces redundancy in that example.
3. Situations where denormalization is appropriate.",True,Removed optimized-only full unnormalized-to-3NF transformation and fixed count of denormalization cases.,False,,True,,,none,not_required
P0063,4.3,concept_learning,Explain how HTTPS protects data in transit.,"I keep reading that HTTPS makes a website secure but I do not actually understand what happens behind the scenes when I visit a site with the padlock icon. Could you please explain in about 250 words what HTTPS actually does, what the certificate is for, and how the browser and the server agree on the encryption? I would like to understand it properly rather than just knowing that it is safer.","Explain how HTTPS protects data in transit, in about 250 words, for a student with no cryptography background. Ensure the output covers:
The role of the server certificate.
What happens during the handshake.
What is encrypted once the session is established.",False,,False,,True,,,none,not_required
P0064,4.4,concept_learning,Explain Big-O notation using everyday comparisons.,"My Algorithms lecturer keeps writing things like O(n) and O(log n) on the board and I can follow the maths but I have no intuition for what it actually means in practice. Could you please explain Big-O notation in a way that connects it to something real, and show me how the common complexities compare when the input gets large? A concrete sense of scale would really help me.","Explain Big-O notation intuitively for an Algorithms student. Include:
1. What Big-O describes.
2. Everyday comparisons for common complexity classes.
3. A concrete sense of how their operation counts differ as input size grows.",True,Removed optimized-only fixed complexity list and specific input sizes.,False,,True,,,none,not_required
P0065,4.5,concept_learning,"Explain the relationship between AI, machine learning and deep learning.","People at university use the terms artificial intelligence, machine learning and deep learning as if they mean the same thing and I am getting confused about how they actually relate to each other. Could you please explain the difference clearly, showing which one contains which, and give me one concrete example of each so I can tell them apart when I read papers?","Explain how artificial intelligence, machine learning and deep learning relate to one another. Ensure the output includes:
1. The difference between the three terms and their containment relationship.
2. One concrete example of each.",True,Removed the optimized-only requirement for an AI example that is not machine learning.,False,,True,,,none,not_required
P0066,4.6,concept_learning,Explain what an API is using an analogy and a concrete request example.,"I am in my second year at university and everyone talks about using APIs but nobody has actually explained what an API is in a way that made sense to me. Could you please explain what an API is using a simple analogy, and then show me what an actual request and response look like so I can connect the abstract idea to something concrete? I would find a real example very helpful.","Explain what an API is to a second-year student. Ensure the output includes:
1. One everyday analogy.
2. A sample HTTP GET request.
3. The corresponding JSON response.",True,Removed the optimized-only annotation requirement for the JSON response.,False,,True,,,none,not_required
P0067,4.7,concept_learning,Explain the difference between containers and virtual machines.,"I have started reading about Docker for my university project and I keep seeing people say that containers are not the same as virtual machines, but the diagrams I find online do not really make the difference clear to me. Could you please explain how containers differ from virtual machines, what they each virtualise, and why containers start up so much faster? Please keep it under about 300 words.","Explain how containers differ from virtual machines, in under 300 words. Ensure the output covers:
1. What each one virtualises.
2. Why container start-up is faster.",True,Removed the optimized-only scenario where a VM is the better choice.,False,,True,,,none,not_required
P0068,4.8,concept_learning,Explain how DNS resolves a domain name to an IP address.,"When I type a website address into my browser I know that it somehow gets turned into an IP address, but I do not understand the actual sequence of what asks what. Could you please explain the DNS resolution process step by step from the moment I press enter, and mention where caching fits in? I am studying networking so a reasonably technical answer is fine.","Explain the DNS resolution sequence from browser request to IP address for a networking student. Ensure the output includes:
1. The ordered steps involving resolver, root, TLD and authoritative servers.
2. Where caching fits into the process and what effect it has.",True,Removed the optimized-only TTL requirement.,False,,True,,,none,not_required
P0069,4.9,concept_learning,Explain ACID properties using a bank transfer example.,"My database lecturer listed the ACID properties and gave definitions, but the definitions felt abstract and I could not picture what would actually go wrong if each one was missing. Could you please explain atomicity, consistency, isolation and durability using a single bank transfer example, and for each property describe what would break if the database did not guarantee it?","Explain the four ACID properties using a single bank transfer example. For each property include:
A one-line definition.
How the transfer example demonstrates it.
What would go wrong if the database did not guarantee it.",False,,False,,True,,,none,not_required
P0070,4.10,concept_learning,Explain gradient descent intuitively before the mathematics.,"I am taking a machine learning module and the lecture went straight into the partial derivatives for gradient descent, which I could not follow at all. Could you please explain what gradient descent is actually doing conceptually first, using a picture in words, and only then connect it to the update rule? I think I need the intuition before the equations will make sense to me.","Explain gradient descent to a machine learning student, intuition before mathematics. Ensure the output includes:
1. A visual analogy described in words.
2. What the gradient represents at a point.
3. The update rule connected back to the analogy.",True,Removed the optimized-only learning-rate failure case.,False,,True,,,none,not_required
P0071,4.11,concept_learning,Explain the four pillars of object-oriented programming with one running example.,"I am learning object-oriented programming at university and every explanation I find uses a different example for each principle, which makes it hard to see how they fit together. Could you please explain encapsulation, inheritance, polymorphism and abstraction using one single running example throughout, so I can see how the same design uses all four? A vehicle or shape example would be fine.","Explain encapsulation, inheritance, polymorphism and abstraction using one continuous example. Show how the same example demonstrates each of the four principles.",True,Removed optimized-only code sketches and per-principle benefit requirements.,False,,True,,,none,not_required
P0072,4.12,concept_learning,Explain the TCP three-way handshake and its purpose.,"I have memorised that TCP uses a three-way handshake with SYN, SYN-ACK and ACK for my networking exam, but I do not understand why three messages are needed rather than two. Could you please explain what each message actually accomplishes and why a two-way exchange would not be sufficient? Understanding the reason would help me remember it properly.","Explain the TCP three-way handshake and why three messages are required. Ensure the output includes:
1. What SYN, SYN-ACK and ACK each accomplish.
2. Why a two-message exchange would be insufficient.",True,Removed the optimized-only initial-sequence-number requirement.,False,,True,,,none,not_required
P0073,4.13,concept_learning,Explain a practical Git branching workflow for a student team.,"My group at university is working on a shared project and we keep overwriting each other's work because we are all committing directly to the main branch. Could you please explain a simple branching workflow that a team of four students could realistically follow, including when to branch, when to merge, and how pull requests fit in? Please keep it practical rather than theoretical.","Explain a practical Git branching workflow for a four-student team currently committing directly to main. Ensure the output includes:
1. When to create a branch.
2. The role of pull requests and review.
3. When and how to merge back into main safely.",True,Removed the optimized-only branch-naming-convention requirement.,False,,True,,,none,not_required
P0074,4.14,concept_learning,Explain caching and why cache invalidation is difficult.,"I understand that caching stores data so it can be retrieved faster, but people always say that cache invalidation is one of the hardest problems in computer science and I do not understand why something that sounds simple would be hard. Could you please explain how caching works and then explain concretely what makes invalidation so difficult? An example of it going wrong would help.","Explain how caching works and why cache invalidation is difficult. Ensure the output includes:
1. A clear explanation of what caching does.
2. Why deciding when cached data is stale is difficult.
3. One concrete example of stale cached data causing a problem.",True,Removed optimized-only terminology and strategy requirements not requested by the baseline.,False,,True,,,none,not_required
P0075,4.15,concept_learning,Explain public key cryptography and how it enables digital signatures.,"I am struggling with the idea that you can encrypt something with one key and decrypt it with a different key, because it feels like it should not be possible. Could you please explain public key cryptography in a way that makes the two-key idea intuitive, and then explain how the same mechanism is used to create a digital signature? I do not need the number theory, just the logic.","Explain public key cryptography and digital signatures without number theory. Ensure the output includes:
Why a key pair allows one key to undo the other.
Which key encrypts and which decrypts for confidentiality.
How the reverse direction produces a signature and what it proves.",False,,False,,True,,,none,not_required
P0076,4.16,concept_learning,Explain deadlock using the dining philosophers scenario.,"My Operating Systems lecturer described the four conditions for deadlock but I found the list quite abstract and hard to hold in my head. Could you please explain deadlock using the dining philosophers problem as the example, and show how each of the four necessary conditions appears in that scenario? Then please explain one way of breaking the deadlock.","Explain deadlock using the dining philosophers scenario. Ensure the output includes:
The scenario described briefly.
Each of the four necessary conditions mapped onto the scenario.
One concrete strategy that breaks the deadlock and which condition it removes.",False,,False,,True,,,none,not_required
P0077,4.17,concept_learning,Explain the difference between a compiler and an interpreter.,"I know that C is compiled and Python is interpreted but I am not confident about what that actually means for how my code runs, or why one would be faster than the other. Could you please explain the difference between a compiler and an interpreter, when the translation happens in each case, and how that affects error reporting and execution speed?","Explain the difference between a compiler and an interpreter. Ensure the output covers:
When translation occurs in each model.
How errors are reported in each.
Why execution speed differs.
One named language of each type.",False,,False,,True,,,none,not_required
P0078,4.18,concept_learning,Explain overfitting and how to detect it.,"In my machine learning coursework my model gets 99 percent accuracy on the training data but performs badly on the test data, and my tutor said this is overfitting. I understand the label but not really the cause. Could you please explain what overfitting actually is, why it happens, how I would recognise it from my results, and what I could do to reduce it?","Explain overfitting to a student whose model performs very well on training data but poorly on test data. Ensure the output includes:
1. What overfitting is and why it occurs.
2. How to recognise it from training versus validation/test performance.
3. Practical techniques to reduce it.",True,Removed optimized-only validation-curve wording and fixed count of mitigation techniques.,False,,True,,,none,not_required
P0079,4.19,concept_learning,Explain load balancing and common distribution algorithms.,"I am reading about how large websites handle millions of users for my university Cloud Computing module and load balancing comes up constantly, but I only vaguely understand it as spreading traffic around. Could you please explain what problem load balancing actually solves, and describe how two of the common algorithms decide where to send each request? Please keep it accessible.","Explain load balancing for a Cloud Computing student. Ensure the output includes:
1. The problem load balancing solves.
2. How round robin selects a server.
3. How least connections selects a server.",True,Removed the optimized-only health-check requirement.,False,,True,,,none,not_required
P0080,4.20,concept_learning,Explain green computing and how data centre efficiency is measured.,"I am doing a project related to sustainable computing and I keep coming across the term green computing along with a metric called PUE, but I am not confident that I understand either of them properly. Could you please explain what green computing covers, what PUE actually measures, and what a good PUE value looks like? Please also mention one thing an ordinary user could do to reduce computing energy use.","Explain green computing and PUE for a sustainability project. Ensure the output includes:
1. The main focus areas of green computing.
2. What PUE measures and what an efficient value looks like.
3. One action an individual user can take to reduce computing energy use.",True,Removed optimized-only calculation and typical-versus-efficient comparison details.,False,,True,,,none,not_required
P0081,5.1,research_paper_summarization,Summarise a paper abstract into plain language for a literature review.,"I am building a literature review for my university dissertation and I have found a paper that looks relevant but the abstract is written in very dense academic language that I am struggling to follow. I will paste the full paper below. Could you please read it and give me a plain language summary of about three sentences covering what problem they tackled, what they did about it, and what they found? Plain English would really help me.","Summarise the following abstract in three plain-language sentences covering the problem, the approach and the main finding. [abstract only]
One sentence on the problem addressed.
One sentence on the method used.
One sentence on the headline result.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0081_baseline_full_paper.txt,contexts/P0081_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0082,5.2,research_paper_summarization,Extract a paper's methodology into a structured bullet summary.,"I have to explain the methodology of a paper in my university research seminar next week and I want to make sure I have understood it correctly before I present. I am pasting the whole paper below including all the sections. Could you please go through it and summarise the methodology for me in bullet points, covering the data they used, the procedure they followed, and the variables they measured?","Summarise the methodology described in the following section as structured bullet points. [methodology section only]
Data source and sample size.
Procedure in ordered steps.
Variables measured and how.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0082_baseline_full_paper.txt,contexts/P0082_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0083,5.3,research_paper_summarization,Condense a paper's findings into a literature review table row.,"I am putting together a summary table for the literature review chapter of my university project, where each row represents one paper. I am pasting the entire paper below. Could you please extract the information I need for my table, which is the author and year, the method they used, the dataset, the main finding, and one limitation? Please keep each entry short enough to fit in a table cell.","Extract literature-review table fields from the following material, keeping each entry concise. [paper metadata plus abstract, results and conclusion only]
1. Author and year.
2. Method and dataset.
3. Main finding.
4. One stated limitation.",True,Removed the optimized-only 12-word limit and added paper metadata so author/year can actually be extracted.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0083_baseline_full_paper.txt,contexts/P0083_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0084,5.4,research_paper_summarization,Identify the research gap a paper claims to address.,"For my university dissertation proposal I need to show that I understand where the gap in the existing research is, and my supervisor suggested I look at how papers themselves position their contribution. I am pasting a full paper below. Could you please read through it and tell me what research gap the authors say they are addressing, and how they justify that the gap exists?","State the research gap the authors claim to address and explain how they justify that the gap exists. [introduction and related work only]
1. The claimed research gap.
2. The evidence or reasoning used to establish it.",True,Removed optimized-only fixed sentence count and contribution-positioning requirement.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0084_baseline_full_paper.txt,contexts/P0084_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0085,5.5,research_paper_summarization,Extract the limitations acknowledged in a study.,"My university tutor said my literature review is too uncritical and that I should discuss the weaknesses of the studies I cite, not just their findings. I am pasting a complete paper below. Could you please identify the limitations that the authors themselves acknowledge, and also point out anything you think is a limitation that they do not mention? That would help me write a more balanced review.","List the limitations acknowledged in the following text, then identify one plausible limitation the authors do not mention. [discussion and conclusion only]
1. Each acknowledged limitation as a separate bullet.
2. One unacknowledged limitation.",True,Removed the optimized-only required sentence on how each limitation affects conclusions.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0085_baseline_full_paper.txt,contexts/P0085_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0086,5.6,research_paper_summarization,Compare the methods of two papers on the same problem.,"I have found two papers that address the same research problem in different ways and I need to compare them for my university assignment. I am pasting both papers in full below. Could you please compare them for me in terms of the method they used, the dataset they evaluated on, and the result they reported, and then tell me which approach appears stronger and why?","Compare the following two papers in a table, then state which approach appears stronger and why. [methodology and results sections of each paper only]
1. One column per paper.
2. Rows for method, dataset and reported result.
3. A brief reasoned judgement.",True,Changed the optimized source sections so the requested methods/datasets are actually present and removed the fixed two-sentence judgement.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0086_baseline_full_paper.txt,contexts/P0086_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0087,5.7,research_paper_summarization,Write a short critical appraisal paragraph of a study.,"I have to write a critical appraisal of a research paper for my university Research Methods module and I am not confident about what critical actually means in this context. I am pasting the full paper below. Could you please write a paragraph of about 200 words that evaluates the strength of the evidence, comments on whether the conclusions follow from the results, and notes anything about the sample that affects how far the findings can be generalised?","Write a 200-word critical appraisal of the following study. [methodology, results and conclusion/discussion sections only]
1. Assessment of evidence strength.
2. Whether the conclusions follow from the results.
3. Generalisability given the sample.",True,Added conclusion/discussion to the optimized context so the requested conclusion assessment is possible.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0087_baseline_full_paper.txt,contexts/P0087_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0088,5.8,research_paper_summarization,Extract dataset and evaluation metric details from a paper.,"I am trying to reproduce the experiment from a paper for my university project and I need to know exactly what data and evaluation setup they used. I am pasting the whole paper below including the appendices. Could you please pull out the dataset they used, how big it was, how they split it into training and testing, and which evaluation metrics they reported along with the scores they achieved?","Extract the experimental setup from the following section. [experimental setup and results sections only]
Dataset name and size.
Train/validation/test split.
Evaluation metrics with the reported scores.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0088_baseline_full_paper.txt,contexts/P0088_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0089,5.9,research_paper_summarization,Turn a paper's conclusion into presentation bullet points.,I have to present a paper to my research group at university and I only get one slide for the conclusions. I am pasting the complete paper below. Could you please turn the conclusion into four short bullet points that would fit on a single slide? Please make them punchy enough to speak from rather than long sentences that I would just end up reading out word for word.,"Convert the following conclusion into four short presentation bullets suitable for a single slide. [conclusion section only]
The bullets should be concise enough to speak from rather than read verbatim.",True,Removed optimized-only 12-word limit and prescribed result/implication/limitation/next-step structure.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0089_baseline_full_paper.txt,contexts/P0089_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0090,5.10,research_paper_summarization,Write an annotated bibliography entry in APA style.,"My university assignment requires an annotated bibliography and I have never written one before, so I am not sure how much detail the annotation should contain. I am pasting a full paper below. Could you please write me an APA style annotated bibliography entry for it, with the reference followed by an annotation of about 120 words covering the purpose, the method, the findings, and why it is relevant to a study of AI energy consumption?","Write an APA-style annotated bibliography entry with an annotation of about 120 words for the following paper, framed for a study of AI energy consumption. [paper metadata plus abstract, methodology and conclusion only]
1. A formatted APA reference.
2. Purpose, method and findings.
3. Why the paper is relevant to the stated topic.",True,Added paper metadata and methodology context so the APA reference and method can be produced from supplied material.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0090_baseline_full_paper.txt,contexts/P0090_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0091,5.11,research_paper_summarization,Explain what a results table in a paper shows.,"I am reading a paper for my university module and there is a results table that I cannot interpret properly. I am pasting the entire paper below so you have the context you need. Could you please explain what the rows and the columns of Table 3 represent, which configuration performed best, and whether the difference between the best and second best is actually meaningful?","Explain the following results table. [Table 3, its caption and the paragraph discussing it]
Meaning of rows and columns.
Best performing configuration.
Whether the margin is meaningful.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0091_baseline_full_paper.txt,contexts/P0091_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0092,5.12,research_paper_summarization,Extract the research questions and hypotheses from a paper.,"For my university dissertation I have to show how other studies framed their research questions, because my supervisor says mine are too vague at the moment. I am pasting a whole paper below. Could you please pull out the research questions and hypotheses exactly as the authors phrased them, so that I can see the level of precision that is expected?","Extract the research questions and hypotheses verbatim from the following text. [introduction only]
Each question or hypothesis quoted exactly as written.
Numbered as the authors number them.
No paraphrasing or rewording.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0092_baseline_full_paper.txt,contexts/P0092_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0093,5.13,research_paper_summarization,Group a related work section into themes.,"I am trying to structure the related work chapter of my university project and I want to see how a published paper organises its own literature discussion. I am pasting the complete paper below. Could you please summarise the related work section by grouping the studies it cites into themes, with one sentence describing each theme, so I can see the pattern of organisation?","Summarise the following related work section by grouping cited studies into themes. [related work section only]
Each theme as a heading.
One sentence describing each theme.
The studies attributed to each theme.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0093_baseline_full_paper.txt,contexts/P0093_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0094,5.14,research_paper_summarization,Paraphrase a passage to avoid plagiarism while keeping the citation.,"I want to use an idea from a paper in my university assignment but I know that copying the wording would count as plagiarism, and my own attempt at rewriting it still looks too close to the original. I am pasting the full paper below. Could you please paraphrase the key passage properly in my own academic voice, keeping the meaning accurate, and show me where the citation should go?","Paraphrase the following passage in academic English while preserving its meaning, and indicate where the in-text citation should appear. [specific passage only]",True,Removed the arbitrary optimized-only restriction on consecutive reused words.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0094_baseline_full_paper.txt,contexts/P0094_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0095,5.15,research_paper_summarization,Build a glossary of key terms used in a paper.,"I am reading a paper outside my usual subject area for my university module and there are a lot of technical terms in the introduction and methodology that I do not know, which is making it slow to get through. I am pasting the whole paper below. Could you please build me a short glossary of the key technical terms used in the introduction and methodology, with a one-line definition for each one written in language that a non-specialist would understand?","Build a glossary of the key technical terms in the following text, with one-line non-specialist definitions. [introduction and methodology only]
1. Include only terms actually used in the supplied text.
2. Define each term in plain language.",True,"Clarified that the requested glossary concerns the introduction and methodology, so the baseline's full-paper input is unnecessary but the output matches the optimized prompt. | Removed optimized-only alphabetical ordering requirement.",True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0095_baseline_full_paper.txt,contexts/P0095_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0096,5.16,research_paper_summarization,Write a synthesis paragraph across three papers.,"My university supervisor said my literature review reads like a list of separate summaries rather than a connected argument, and that I need to synthesise the sources instead. I am pasting three full papers below. Could you please write one paragraph of about 200 words that brings the three together, showing where they agree, where they disagree, and what that means for my topic?","Write a 200-word synthesis paragraph across the following three papers. [abstract and conclusion of each paper only]
Points of agreement across the three.
Points of disagreement.
What the combined picture implies for the topic.
No sequential paper-by-paper summary.",False,,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0096_baseline_full_paper.txt,contexts/P0096_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0097,5.17,research_paper_summarization,Identify the statistical tests used and what they tested.,"I am evaluating whether the analysis in a paper was appropriate, as part of my university Research Methods coursework, but statistics is not my strongest area. I am pasting the entire paper below. Could you please identify which statistical tests the authors used and explain in simple terms what each test was actually testing for in this particular study?","Identify the statistical tests used in the following analysis and state in plain language what each test was used to assess. [analysis section only]
1. Name each statistical test.
2. Explain what it tested in this study.",True,Removed the optimized-only requirement to report significance values.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0097_baseline_full_paper.txt,contexts/P0097_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0098,5.18,research_paper_summarization,Convert a paper's findings into a slide with speaker notes.,"I have to present a paper in my university seminar and I need one slide plus something to say alongside it, because I always freeze when I only have bullet points to work from. I am pasting the complete paper below. Could you please create one slide summarising the findings, with three bullets, and then write speaker notes of about 100 words that I could actually say out loud?","Create one summary slide with three short bullets plus about 100 words of speaker notes from the following text. [results and conclusion only]
1. Three concise slide bullets.
2. Speaker notes of about 100 words in a spoken register.
3. Notes that expand on the bullets rather than simply repeating them.",True,Removed the optimized-only 10-word-per-bullet limit.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0098_baseline_full_paper.txt,contexts/P0098_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
P0099,5.19,research_paper_summarization,Assess whether a paper is relevant to a stated dissertation topic.,"I have collected far too many papers for my university dissertation on energy efficiency in machine learning and I am wasting time reading ones that turn out not to be relevant. I am pasting a full paper below. Could you please tell me whether this paper is actually relevant to my topic, explain your reasoning, and say which specific section I should read first if it is worth my time?","Assess the relevance of the following paper to a dissertation on energy efficiency in machine learning. [abstract and conclusion only]
1. A relevant or not-relevant verdict.
2. Brief justification.
3. The section to read first if the paper is relevant.",True,Removed the optimized-only fixed two-sentence justification.,True,Attach the full source paper(s) to the baseline and only the specified relevant section(s)/metadata to the optimized variant.,True,contexts/P0099_baseline_full_paper.txt,contexts/P0099_optimized_relevant_sections.txt,researcher-created synthetic paper context (not a real publication),ready
